Medicine,Category,Year-Month,Season,Units Sold,Stock Available,Expiry Date
Ambroxol,Cough,2024-08,Summer,1646,1527,2026-12-31
Levocetirizine,Cold,2024-08,Summer,1820,1150,2026-12-31
Ketorolac,Fever,2024-04,Spring,1708,1024,2026-12-31
Aspirin,Fever,2024-10,Monsoon,1636,623,2026-12-31
Levodropropizine,Cough,2024-11,Monsoon,1364,808,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-07,Summer,1977,1632,2026-12-31
Fexofenadine,Cold,2024-01,Winter,1455,1020,2026-12-31
Pseudoephedrine,Cold,2024-08,Summer,1708,1024,2026-12-31
Mefenamic Acid,Fever,2024-02,Winter,1472,1021,2026-12-31
Naproxen,Fever,2024-12,Winter,1610,1446,2026-12-31
Guaifenesin,Cough,2024-07,Summer,1373,716,2026-12-31
Levocetirizine,Cold,2024-02,Winter,1331,1150,2026-12-31
Codeine (Prescription Only),Cough,2024-10,Monsoon,1616,1806,2026-12-31
Mefenamic Acid,Fever,2024-10,Monsoon,1970,1021,2026-12-31
Acetaminophen,Fever,2024-08,Summer,1719,1460,2026-12-31
Fexofenadine,Cold,2024-03,Spring,2233,1020,2026-12-31
Codeine (Prescription Only),Cough,2024-10,Monsoon,1494,1806,2026-12-31
Bromhexine,Cough,2024-08,Summer,1437,872,2026-12-31
Levodropropizine,Cough,2024-03,Spring,1582,808,2026-12-31
Fexofenadine,Cold,2024-11,Monsoon,1814,1020,2026-12-31
Codeine (Prescription Only),Cough,2024-02,Winter,1731,1806,2026-12-31
Aspirin,Fever,2024-07,Summer,1687,623,2026-12-31
Phenylephrine,Cold,2024-02,Winter,1741,1704,2026-12-31
Levodropropizine,Cough,2024-06,Summer,1711,808,2026-12-31
Fexofenadine,Cold,2024-01,Winter,1431,1020,2026-12-31
Fexofenadine,Cold,2024-09,Monsoon,1963,1020,2026-12-31
Carbocisteine,Cough,2024-03,Spring,1895,698,2026-12-31
Levocetirizine,Cold,2024-05,Spring,1497,1150,2026-12-31
Paracetamol,Cold,2024-11,Monsoon,1411,1346,2026-12-31
Nimesulide,Fever,2024-06,Summer,1820,659,2026-12-31
Nimesulide,Fever,2024-10,Monsoon,1937,659,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-09,Monsoon,1842,1632,2026-12-31
Chlorpheniramine Maleate,Cold,2024-07,Summer,1688,1264,2026-12-31
Nimesulide,Fever,2024-01,Winter,1995,659,2026-12-31
Diclofenac,Fever,2024-07,Summer,1776,1660,2026-12-31
Fexofenadine,Cold,2024-05,Spring,1553,1020,2026-12-31
Codeine (Prescription Only),Cough,2024-11,Monsoon,1846,1806,2026-12-31
Terbutaline,Cough,2024-12,Winter,1438,1365,2026-12-31
Ketorolac,Fever,2024-07,Summer,1556,1024,2026-12-31
Codeine (Prescription Only),Cough,2024-09,Monsoon,1482,1806,2026-12-31
Aspirin,Fever,2024-11,Monsoon,1716,623,2026-12-31
Cetirizine,Cold,2024-10,Monsoon,1480,1246,2026-12-31
Ibuprofen,Fever,2024-09,Monsoon,1483,1477,2026-12-31
Celecoxib,Fever,2024-06,Summer,1751,1489,2026-12-31
Celecoxib,Fever,2024-10,Monsoon,1569,1489,2026-12-31
Acetaminophen,Fever,2024-12,Winter,1724,1460,2026-12-31
Paracetamol,Cold,2024-02,Winter,1634,1346,2026-12-31
Acebrophylline,Cough,2024-11,Monsoon,1580,1143,2026-12-31
Paracetamol,Cold,2024-04,Spring,1307,1346,2026-12-31
Naproxen,Fever,2024-11,Monsoon,1594,1446,2026-12-31
Diphenhydramine,Cold,2024-10,Monsoon,1775,913,2026-12-31
Ambroxol,Cough,2024-02,Winter,1689,1527,2026-12-31
Acetaminophen,Fever,2024-01,Winter,1518,1460,2026-12-31
Diphenhydramine,Cold,2024-05,Spring,1479,913,2026-12-31
Celecoxib,Fever,2024-02,Winter,1781,1489,2026-12-31
Ambroxol,Cough,2024-11,Monsoon,1616,1527,2026-12-31
Dextromethorphan,Cough,2024-10,Monsoon,1596,1445,2026-12-31
Levodropropizine,Cough,2024-05,Spring,1407,808,2026-12-31
Codeine (Prescription Only),Cough,2024-12,Winter,1849,1806,2026-12-31
Ibuprofen,Fever,2024-07,Summer,1449,1477,2026-12-31
Bromhexine,Cough,2024-04,Spring,1682,872,2026-12-31
Cetirizine,Cold,2024-08,Summer,1725,1246,2026-12-31
Diclofenac,Fever,2024-03,Spring,1742,1660,2026-12-31
Ambroxol,Cough,2024-07,Summer,1557,1527,2026-12-31
Pseudoephedrine,Cold,2024-07,Summer,1505,1024,2026-12-31
Codeine (Prescription Only),Cough,2024-08,Summer,1621,1806,2026-12-31
Diclofenac,Fever,2024-06,Summer,1589,1660,2026-12-31
Ketorolac,Fever,2024-12,Winter,1622,1024,2026-12-31
Ibuprofen,Fever,2024-04,Spring,1566,1477,2026-12-31
Diclofenac,Fever,2024-11,Monsoon,1939,1660,2026-12-31
Paracetamol,Cold,2024-04,Spring,1357,1346,2026-12-31
Diphenhydramine,Cold,2024-09,Monsoon,1321,913,2026-12-31
Ambroxol,Cough,2024-07,Summer,1612,1527,2026-12-31
Codeine (Prescription Only),Cough,2024-01,Winter,1888,1806,2026-12-31
Ketorolac,Fever,2024-06,Summer,1798,1024,2026-12-31
Ibuprofen,Fever,2024-02,Winter,1857,1477,2026-12-31
Montelukast,Cold,2024-08,Summer,1998,1352,2026-12-31
Codeine (Prescription Only),Cough,2024-01,Winter,1912,1806,2026-12-31
Guaifenesin,Cough,2024-06,Summer,1599,716,2026-12-31
Montelukast,Cold,2024-08,Summer,1777,1352,2026-12-31
Diclofenac,Fever,2024-09,Monsoon,1681,1660,2026-12-31
Acebrophylline,Cough,2024-08,Summer,1493,1143,2026-12-31
Diphenhydramine,Cold,2024-07,Summer,1474,913,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-06,Summer,1613,1632,2026-12-31
Paracetamol,Cold,2024-07,Summer,1442,1346,2026-12-31
Cetirizine,Cold,2024-03,Spring,1664,1246,2026-12-31
Nimesulide,Fever,2024-03,Spring,1690,659,2026-12-31
Mefenamic Acid,Fever,2024-06,Summer,1650,1021,2026-12-31
Diphenhydramine,Cold,2024-03,Spring,1493,913,2026-12-31
Terbutaline,Cough,2024-04,Spring,1576,1365,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-02,Winter,1678,1632,2026-12-31
Paracetamol,Cold,2024-10,Monsoon,1966,1346,2026-12-31
Guaifenesin,Cough,2024-08,Summer,1639,716,2026-12-31
Acebrophylline,Cough,2024-12,Winter,1751,1143,2026-12-31
Paracetamol,Fever,2024-10,Monsoon,1888,946,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-01,Winter,1432,1632,2026-12-31
Levodropropizine,Cough,2024-12,Winter,1607,808,2026-12-31
Levodropropizine,Cough,2024-03,Spring,1471,808,2026-12-31
Levocetirizine,Cold,2024-11,Monsoon,1663,1150,2026-12-31
Levodropropizine,Cough,2024-12,Winter,1611,808,2026-12-31
Mefenamic Acid,Fever,2024-05,Spring,1953,1021,2026-12-31
Acetaminophen,Fever,2024-11,Monsoon,1406,1460,2026-12-31
Naproxen,Fever,2024-05,Spring,1825,1446,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-08,Summer,1567,922,2026-12-31
Celecoxib,Fever,2024-01,Winter,2080,1489,2026-12-31
Nimesulide,Fever,2024-09,Monsoon,1929,659,2026-12-31
Acetaminophen,Fever,2024-11,Monsoon,1568,1460,2026-12-31
Naproxen,Fever,2024-02,Winter,1535,1446,2026-12-31
Celecoxib,Fever,2024-02,Winter,1679,1489,2026-12-31
Cetirizine,Cold,2024-07,Summer,1656,1246,2026-12-31
Diphenhydramine,Cold,2024-04,Spring,1717,913,2026-12-31
Ibuprofen,Fever,2024-11,Monsoon,1721,1477,2026-12-31
Acetaminophen,Fever,2024-06,Summer,1365,1460,2026-12-31
Diphenhydramine,Cold,2024-10,Monsoon,1729,913,2026-12-31
Bromhexine,Cough,2024-01,Winter,1430,872,2026-12-31
Levocetirizine,Cold,2024-11,Monsoon,1754,1150,2026-12-31
Carbocisteine,Cough,2024-05,Spring,1463,698,2026-12-31
Ibuprofen,Fever,2024-10,Monsoon,1603,1477,2026-12-31
Guaifenesin,Cough,2024-03,Spring,1475,716,2026-12-31
Chlorpheniramine Maleate,Cold,2024-06,Summer,1852,1264,2026-12-31
Levocetirizine,Cold,2024-07,Summer,1699,1150,2026-12-31
Aspirin,Fever,2024-01,Winter,1619,623,2026-12-31
Paracetamol,Fever,2024-09,Monsoon,1670,946,2026-12-31
Chlorpheniramine Maleate,Cold,2024-07,Summer,1827,1264,2026-12-31
Dextromethorphan,Cough,2024-10,Monsoon,1629,1445,2026-12-31
Phenylephrine,Cold,2024-07,Summer,1432,1704,2026-12-31
Phenylephrine,Cold,2024-08,Summer,1695,1704,2026-12-31
Paracetamol,Cold,2024-12,Winter,1304,1346,2026-12-31
Chlorpheniramine Maleate,Cold,2024-09,Monsoon,1422,1264,2026-12-31
Chlorpheniramine Maleate,Cold,2024-09,Monsoon,1485,1264,2026-12-31
Montelukast,Cold,2024-06,Summer,1535,1352,2026-12-31
Acebrophylline,Cough,2024-05,Spring,1737,1143,2026-12-31
Carbocisteine,Cough,2024-10,Monsoon,1802,698,2026-12-31
Levocetirizine,Cold,2024-08,Summer,1586,1150,2026-12-31
Mefenamic Acid,Fever,2024-03,Spring,1567,1021,2026-12-31
Paracetamol,Cold,2024-07,Summer,1586,1346,2026-12-31
Phenylephrine,Cold,2024-02,Winter,1701,1704,2026-12-31
Terbutaline,Cough,2024-03,Spring,2039,1365,2026-12-31
Ibuprofen,Fever,2024-03,Spring,1689,1477,2026-12-31
Phenylephrine,Cold,2024-02,Winter,1728,1704,2026-12-31
Diphenhydramine,Cold,2024-04,Spring,1667,913,2026-12-31
Montelukast,Cold,2024-05,Spring,1453,1352,2026-12-31
Diclofenac,Fever,2024-03,Spring,1736,1660,2026-12-31
Levodropropizine,Cough,2024-07,Summer,1713,808,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-08,Summer,1615,1632,2026-12-31
Aspirin,Fever,2024-12,Winter,1469,623,2026-12-31
Levodropropizine,Cough,2024-07,Summer,1902,808,2026-12-31
Acetaminophen,Fever,2024-06,Summer,1563,1460,2026-12-31
Naproxen,Fever,2024-10,Monsoon,1302,1446,2026-12-31
Ketorolac,Fever,2024-03,Spring,1711,1024,2026-12-31
Carbocisteine,Cough,2024-08,Summer,1848,698,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-10,Monsoon,1657,922,2026-12-31
Celecoxib,Fever,2024-09,Monsoon,1569,1489,2026-12-31
Naproxen,Fever,2024-01,Winter,1728,1446,2026-12-31
Terbutaline,Cough,2024-10,Monsoon,1757,1365,2026-12-31
Carbocisteine,Cough,2024-09,Monsoon,1170,698,2026-12-31
Mefenamic Acid,Fever,2024-12,Winter,2047,1021,2026-12-31
Nimesulide,Fever,2024-06,Summer,2013,659,2026-12-31
Ketorolac,Fever,2024-08,Summer,1538,1024,2026-12-31
Ibuprofen,Fever,2024-05,Spring,1665,1477,2026-12-31
Levocetirizine,Cold,2024-02,Winter,1386,1150,2026-12-31
Diclofenac,Fever,2024-04,Spring,1912,1660,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-03,Spring,1707,1632,2026-12-31
Celecoxib,Fever,2024-09,Monsoon,1523,1489,2026-12-31
Naproxen,Fever,2024-02,Winter,1698,1446,2026-12-31
Mefenamic Acid,Fever,2024-06,Summer,1520,1021,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-07,Summer,1817,1632,2026-12-31
Acetaminophen,Fever,2024-08,Summer,1896,1460,2026-12-31
Bromhexine,Cough,2024-05,Spring,1742,872,2026-12-31
Phenylephrine,Cold,2024-12,Winter,1545,1704,2026-12-31
Levocetirizine,Cold,2024-02,Winter,1315,1150,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-07,Summer,2021,1632,2026-12-31
Pseudoephedrine,Cold,2024-05,Spring,1555,1024,2026-12-31
Ketorolac,Fever,2024-07,Summer,1554,1024,2026-12-31
Bromhexine,Cough,2024-12,Winter,1491,872,2026-12-31
Codeine (Prescription Only),Cough,2024-12,Winter,1844,1806,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-03,Spring,1653,1632,2026-12-31
Ambroxol,Cough,2024-10,Monsoon,1783,1527,2026-12-31
Paracetamol,Cold,2024-02,Winter,1480,1346,2026-12-31
Phenylephrine,Cold,2024-05,Spring,1607,1704,2026-12-31
Aspirin,Fever,2024-10,Monsoon,1522,623,2026-12-31
Celecoxib,Fever,2024-05,Spring,1738,1489,2026-12-31
Bromhexine,Cough,2024-09,Monsoon,1562,872,2026-12-31
Terbutaline,Cough,2024-11,Monsoon,1557,1365,2026-12-31
Diclofenac,Fever,2024-03,Spring,1634,1660,2026-12-31
Fexofenadine,Cold,2024-12,Winter,1592,1020,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-03,Spring,1973,922,2026-12-31
Fexofenadine,Cold,2024-10,Monsoon,1750,1020,2026-12-31
Phenylephrine,Cold,2024-10,Monsoon,1657,1704,2026-12-31
Acetaminophen,Fever,2024-01,Winter,1508,1460,2026-12-31
Ketorolac,Fever,2024-07,Summer,1520,1024,2026-12-31
Cetirizine,Cold,2024-04,Spring,1675,1246,2026-12-31
Diclofenac,Fever,2024-01,Winter,1992,1660,2026-12-31
Dextromethorphan,Cough,2024-11,Monsoon,1663,1445,2026-12-31
Ketorolac,Fever,2024-05,Spring,1639,1024,2026-12-31
Acebrophylline,Cough,2024-01,Winter,1797,1143,2026-12-31
Guaifenesin,Cough,2024-08,Summer,1830,716,2026-12-31
Ketorolac,Fever,2024-06,Summer,2040,1024,2026-12-31
Mefenamic Acid,Fever,2024-01,Winter,1634,1021,2026-12-31
Ibuprofen,Fever,2024-08,Summer,1606,1477,2026-12-31
Cetirizine,Cold,2024-05,Spring,1726,1246,2026-12-31
Montelukast,Cold,2024-02,Winter,1309,1352,2026-12-31
Fexofenadine,Cold,2024-11,Monsoon,1584,1020,2026-12-31
Dextromethorphan,Cough,2024-11,Monsoon,1718,1445,2026-12-31
Acetaminophen,Fever,2024-02,Winter,1786,1460,2026-12-31
Ketorolac,Fever,2024-11,Monsoon,1519,1024,2026-12-31
Pseudoephedrine,Cold,2024-06,Summer,1501,1024,2026-12-31
Fexofenadine,Cold,2024-08,Summer,1745,1020,2026-12-31
Diclofenac,Fever,2024-09,Monsoon,1740,1660,2026-12-31
Celecoxib,Fever,2024-08,Summer,1565,1489,2026-12-31
Phenylephrine,Cold,2024-01,Winter,1424,1704,2026-12-31
Paracetamol,Cold,2024-05,Spring,1619,1346,2026-12-31
Pseudoephedrine,Cold,2024-02,Winter,1651,1024,2026-12-31
Ketorolac,Fever,2024-09,Monsoon,1432,1024,2026-12-31
Ibuprofen,Fever,2024-07,Summer,1309,1477,2026-12-31
Nimesulide,Fever,2024-06,Summer,1979,659,2026-12-31
Ambroxol,Cough,2024-01,Winter,1631,1527,2026-12-31
Ketorolac,Fever,2024-11,Monsoon,1714,1024,2026-12-31
Codeine (Prescription Only),Cough,2024-05,Spring,1668,1806,2026-12-31
Paracetamol,Fever,2024-09,Monsoon,1752,946,2026-12-31
Carbocisteine,Cough,2024-01,Winter,1585,698,2026-12-31
Ambroxol,Cough,2024-05,Spring,1989,1527,2026-12-31
Paracetamol,Fever,2024-06,Summer,1332,946,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-05,Spring,1470,1632,2026-12-31
Bromhexine,Cough,2024-04,Spring,1704,872,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-02,Winter,1455,1632,2026-12-31
Paracetamol,Fever,2024-02,Winter,1402,946,2026-12-31
Levodropropizine,Cough,2024-02,Winter,1815,808,2026-12-31
Levocetirizine,Cold,2024-06,Summer,1506,1150,2026-12-31
Ketorolac,Fever,2024-10,Monsoon,1456,1024,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-08,Summer,1826,1632,2026-12-31
Cetirizine,Cold,2024-02,Winter,1659,1246,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-04,Spring,1722,922,2026-12-31
Carbocisteine,Cough,2024-01,Winter,1732,698,2026-12-31
Chlorpheniramine Maleate,Cold,2024-04,Spring,1519,1264,2026-12-31
Diphenhydramine,Cold,2024-08,Summer,1561,913,2026-12-31
Acebrophylline,Cough,2024-10,Monsoon,1732,1143,2026-12-31
Mefenamic Acid,Fever,2024-05,Spring,1879,1021,2026-12-31
Levocetirizine,Cold,2024-03,Spring,1800,1150,2026-12-31
Pseudoephedrine,Cold,2024-12,Winter,1659,1024,2026-12-31
Aspirin,Fever,2024-11,Monsoon,1822,623,2026-12-31
Carbocisteine,Cough,2024-02,Winter,1541,698,2026-12-31
Chlorpheniramine Maleate,Cold,2024-05,Spring,1428,1264,2026-12-31
Codeine (Prescription Only),Cough,2024-09,Monsoon,1684,1806,2026-12-31
Bromhexine,Cough,2024-04,Spring,1597,872,2026-12-31
Ambroxol,Cough,2024-02,Winter,1665,1527,2026-12-31
Diphenhydramine,Cold,2024-02,Winter,1477,913,2026-12-31
Aspirin,Fever,2024-12,Winter,1419,623,2026-12-31
Terbutaline,Cough,2024-02,Winter,1577,1365,2026-12-31
Ibuprofen,Fever,2024-10,Monsoon,1695,1477,2026-12-31
Aspirin,Fever,2024-05,Spring,1848,623,2026-12-31
Acetaminophen,Fever,2024-04,Spring,2067,1460,2026-12-31
Pseudoephedrine,Cold,2024-08,Summer,1991,1024,2026-12-31
Codeine (Prescription Only),Cough,2024-05,Spring,1583,1806,2026-12-31
Acebrophylline,Cough,2024-02,Winter,1351,1143,2026-12-31
Dextromethorphan,Cough,2024-04,Spring,1599,1445,2026-12-31
Bromhexine,Cough,2024-07,Summer,1675,872,2026-12-31
Diphenhydramine,Cold,2024-05,Spring,1390,913,2026-12-31
Carbocisteine,Cough,2024-12,Winter,1653,698,2026-12-31
Ambroxol,Cough,2024-12,Winter,1932,1527,2026-12-31
Dextromethorphan,Cough,2024-02,Winter,1548,1445,2026-12-31
Naproxen,Fever,2024-05,Spring,1527,1446,2026-12-31
Phenylephrine,Cold,2024-10,Monsoon,1630,1704,2026-12-31
Nimesulide,Fever,2024-10,Monsoon,1629,659,2026-12-31
Acetaminophen,Fever,2024-11,Monsoon,1438,1460,2026-12-31
Carbocisteine,Cough,2024-02,Winter,1663,698,2026-12-31
Levocetirizine,Cold,2024-01,Winter,1548,1150,2026-12-31
Levocetirizine,Cold,2024-12,Winter,1699,1150,2026-12-31
Phenylephrine,Cold,2024-12,Winter,1479,1704,2026-12-31
Nimesulide,Fever,2024-08,Summer,1601,659,2026-12-31
Carbocisteine,Cough,2024-01,Winter,1561,698,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-07,Summer,1557,922,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-05,Spring,1768,922,2026-12-31
Pseudoephedrine,Cold,2024-12,Winter,1496,1024,2026-12-31
Cetirizine,Cold,2024-04,Spring,1637,1246,2026-12-31
Phenylephrine,Cold,2024-11,Monsoon,1612,1704,2026-12-31
Codeine (Prescription Only),Cough,2024-05,Spring,1737,1806,2026-12-31
Bromhexine,Cough,2024-03,Spring,1770,872,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-02,Winter,1668,1632,2026-12-31
Naproxen,Fever,2024-07,Summer,1567,1446,2026-12-31
Levocetirizine,Cold,2024-09,Monsoon,1856,1150,2026-12-31
Nimesulide,Fever,2024-11,Monsoon,1638,659,2026-12-31
Bromhexine,Cough,2024-12,Winter,1786,872,2026-12-31
Guaifenesin,Cough,2024-01,Winter,1738,716,2026-12-31
Levocetirizine,Cold,2024-05,Spring,1503,1150,2026-12-31
Ibuprofen,Fever,2024-04,Spring,1854,1477,2026-12-31
Dextromethorphan,Cough,2024-08,Summer,1823,1445,2026-12-31
Fexofenadine,Cold,2024-06,Summer,1522,1020,2026-12-31
Nimesulide,Fever,2024-01,Winter,1881,659,2026-12-31
Chlorpheniramine Maleate,Cold,2024-08,Summer,1524,1264,2026-12-31
Naproxen,Fever,2024-02,Winter,1628,1446,2026-12-31
Celecoxib,Fever,2024-07,Summer,1933,1489,2026-12-31
Paracetamol,Fever,2024-12,Winter,1680,946,2026-12-31
Ambroxol,Cough,2024-01,Winter,1637,1527,2026-12-31
Phenylephrine,Cold,2024-05,Spring,1699,1704,2026-12-31
Dextromethorphan,Cough,2024-07,Summer,1551,1445,2026-12-31
Phenylephrine,Cold,2024-04,Spring,1633,1704,2026-12-31
Phenylephrine,Cold,2024-06,Summer,1610,1704,2026-12-31
Dextromethorphan,Cough,2024-01,Winter,1791,1445,2026-12-31
Cetirizine,Cold,2024-11,Monsoon,1830,1246,2026-12-31
Codeine (Prescription Only),Cough,2024-02,Winter,1845,1806,2026-12-31
Carbocisteine,Cough,2024-08,Summer,1871,698,2026-12-31
Paracetamol,Cold,2024-07,Summer,1630,1346,2026-12-31
Pseudoephedrine,Cold,2024-05,Spring,1459,1024,2026-12-31
Naproxen,Fever,2024-08,Summer,1526,1446,2026-12-31
Chlorpheniramine Maleate,Cold,2024-06,Summer,1704,1264,2026-12-31
Ketorolac,Fever,2024-07,Summer,1632,1024,2026-12-31
Bromhexine,Cough,2024-07,Summer,1914,872,2026-12-31
Bromhexine,Cough,2024-12,Winter,1637,872,2026-12-31
Aspirin,Fever,2024-06,Summer,1491,623,2026-12-31
Acebrophylline,Cough,2024-10,Monsoon,1574,1143,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-04,Spring,1740,922,2026-12-31
Naproxen,Fever,2024-10,Monsoon,1521,1446,2026-12-31
Paracetamol,Cold,2024-03,Spring,1784,1346,2026-12-31
Codeine (Prescription Only),Cough,2024-02,Winter,1916,1806,2026-12-31
Diphenhydramine,Cold,2024-12,Winter,1942,913,2026-12-31
Bromhexine,Cough,2024-06,Summer,1598,872,2026-12-31
Phenylephrine,Cold,2024-02,Winter,1818,1704,2026-12-31
Pseudoephedrine,Cold,2024-03,Spring,1892,1024,2026-12-31
Ibuprofen,Fever,2024-06,Summer,1954,1477,2026-12-31
Ketorolac,Fever,2024-01,Winter,1505,1024,2026-12-31
Bromhexine,Cough,2024-06,Summer,1510,872,2026-12-31
Carbocisteine,Cough,2024-10,Monsoon,1559,698,2026-12-31
Ibuprofen,Fever,2024-10,Monsoon,1824,1477,2026-12-31
Pseudoephedrine,Cold,2024-05,Spring,1442,1024,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-01,Winter,1918,922,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-12,Winter,1567,1632,2026-12-31
Mefenamic Acid,Fever,2024-10,Monsoon,1666,1021,2026-12-31
Levodropropizine,Cough,2024-09,Monsoon,2103,808,2026-12-31
Aspirin,Fever,2024-07,Summer,1828,623,2026-12-31
Pseudoephedrine,Cold,2024-10,Monsoon,1790,1024,2026-12-31
Acebrophylline,Cough,2024-11,Monsoon,1630,1143,2026-12-31
Montelukast,Cold,2024-09,Monsoon,1512,1352,2026-12-31
Carbocisteine,Cough,2024-03,Spring,1753,698,2026-12-31
Diphenhydramine,Cold,2024-06,Summer,1819,913,2026-12-31
Diphenhydramine,Cold,2024-07,Summer,1603,913,2026-12-31
Phenylephrine,Cold,2024-01,Winter,1474,1704,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-04,Spring,1471,922,2026-12-31
Naproxen,Fever,2024-06,Summer,1706,1446,2026-12-31
Phenylephrine,Cold,2024-11,Monsoon,1528,1704,2026-12-31
Terbutaline,Cough,2024-03,Spring,1960,1365,2026-12-31
Paracetamol,Cold,2024-04,Spring,1551,1346,2026-12-31
Terbutaline,Cough,2024-02,Winter,1588,1365,2026-12-31
Diclofenac,Fever,2024-05,Spring,1580,1660,2026-12-31
Paracetamol,Cold,2024-09,Monsoon,1550,1346,2026-12-31
Levodropropizine,Cough,2024-06,Summer,1895,808,2026-12-31
Carbocisteine,Cough,2024-12,Winter,1549,698,2026-12-31
Nimesulide,Fever,2024-04,Spring,2050,659,2026-12-31
Acetaminophen,Fever,2024-10,Monsoon,1727,1460,2026-12-31
Chlorpheniramine Maleate,Cold,2024-12,Winter,1600,1264,2026-12-31
Pseudoephedrine,Cold,2024-04,Spring,1262,1024,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-03,Spring,1777,1632,2026-12-31
Acebrophylline,Cough,2024-11,Monsoon,1662,1143,2026-12-31
Chlorpheniramine Maleate,Cold,2024-11,Monsoon,1646,1264,2026-12-31
Phenylephrine,Cold,2024-03,Spring,1571,1704,2026-12-31
Chlorpheniramine Maleate,Cold,2024-02,Winter,1890,1264,2026-12-31
Fexofenadine,Cold,2024-01,Winter,1516,1020,2026-12-31
Carbocisteine,Cough,2024-11,Monsoon,1802,698,2026-12-31
Fexofenadine,Cold,2024-06,Summer,1695,1020,2026-12-31
Chlorpheniramine Maleate,Cold,2024-08,Summer,1593,1264,2026-12-31
Phenylephrine,Cold,2024-02,Winter,1630,1704,2026-12-31
Phenylephrine,Cold,2024-06,Summer,1527,1704,2026-12-31
Levodropropizine,Cough,2024-03,Spring,1603,808,2026-12-31
Ketorolac,Fever,2024-10,Monsoon,1606,1024,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-07,Summer,1550,922,2026-12-31
Aspirin,Fever,2024-07,Summer,1863,623,2026-12-31
Phenylephrine,Cold,2024-05,Spring,1785,1704,2026-12-31
Paracetamol,Fever,2024-03,Spring,1923,946,2026-12-31
Carbocisteine,Cough,2024-05,Spring,1443,698,2026-12-31
Levodropropizine,Cough,2024-11,Monsoon,1366,808,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-12,Winter,1695,922,2026-12-31
Naproxen,Fever,2024-05,Spring,1580,1446,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-12,Winter,1791,922,2026-12-31
Acebrophylline,Cough,2024-08,Summer,1575,1143,2026-12-31
Terbutaline,Cough,2024-02,Winter,1618,1365,2026-12-31
Fexofenadine,Cold,2024-03,Spring,2063,1020,2026-12-31
Acebrophylline,Cough,2024-01,Winter,1890,1143,2026-12-31
Ibuprofen,Fever,2024-12,Winter,1624,1477,2026-12-31
Paracetamol,Fever,2024-01,Winter,1354,946,2026-12-31
Pseudoephedrine,Cold,2024-03,Spring,1761,1024,2026-12-31
Nimesulide,Fever,2024-08,Summer,1562,659,2026-12-31
Terbutaline,Cough,2024-12,Winter,1616,1365,2026-12-31
Bromhexine,Cough,2024-05,Spring,1835,872,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-01,Winter,1631,1632,2026-12-31
Guaifenesin,Cough,2024-07,Summer,1375,716,2026-12-31
Celecoxib,Fever,2024-03,Spring,1570,1489,2026-12-31
Dextromethorphan,Cough,2024-01,Winter,1629,1445,2026-12-31
Pseudoephedrine,Cold,2024-10,Monsoon,1835,1024,2026-12-31
Dextromethorphan,Cough,2024-07,Summer,1587,1445,2026-12-31
Phenylephrine,Cold,2024-11,Monsoon,1664,1704,2026-12-31
Diclofenac,Fever,2024-11,Monsoon,2038,1660,2026-12-31
Ibuprofen,Fever,2024-11,Monsoon,1844,1477,2026-12-31
Celecoxib,Fever,2024-04,Spring,1786,1489,2026-12-31
Levocetirizine,Cold,2024-07,Summer,1525,1150,2026-12-31
Fexofenadine,Cold,2024-04,Spring,1712,1020,2026-12-31
Acebrophylline,Cough,2024-06,Summer,1408,1143,2026-12-31
Acebrophylline,Cough,2024-08,Summer,1605,1143,2026-12-31
